t,angle
246.85,-24.3972927577094
246.9,-23.8458018278948
246.95,-23.1912894011542
247,-18.0935467596145
247.05,-12.5925390427065
247.1,-4.95456431329411
247.15,3.35161890244361
247.2,9.77434144306462
247.25,15.5342461406622
247.3,20.3963290762586
247.35,24.4111770697716
247.4,23.7770291468494
247.45,23.2605397276496
247.5,18.4578167331782
247.55,13.269207657307
247.6,6.49612128898798
247.65,-2.15717994018042
247.7,-8.81462362616086
247.75,-16.4989862854508
247.8,-20.3621835204601
247.85,-23.2283971001861
247.9,-25.1184399208116
247.95,-22.2224842102506
248,-19.3625020290882
248.05,-14.2437225472751
248.1,-5.90106418027977
248.15,0.0271428491178232
248.2,8.81321412125684
248.25,15.491942114499
248.3,19.3459629587592
248.35,24.4064091526209
248.4,25.4094110157784
248.45,24.1960180018862
248.5,19.006898365827
248.55,13.9193584353884
248.6,7.51634303237519
248.65,0.93046365076713
248.7,-7.95365836452727
248.75,-13.5655383486636
248.8,-19.8216000060588
248.85,-22.5371287898821
248.9,-24.6247180892209
248.95,-24.4335280879612
249,-19.4182920825434
249.05,-15.011259739267
249.1,-8.66243636523962
249.15,-0.00140100000780763
249.2,7.25731428631583
249.25,12.829748300802
249.3,19.4362483830307
249.35,22.42000120446
249.4,24.4622315222577
249.45,22.7698046754568
249.5,21.4022695405045
249.55,15.4837150751472
249.6,9.25372088392455
249.65,1.58557352099356
249.7,-5.76896157637563
249.75,-12.6102747201259
249.8,-18.081165706596
249.85,-22.6004872749099
249.9,-24.6183928975329
249.95,-24.2600258501604
250,-21.8376350783239
250.05,-16.5128757206549
250.1,-9.81758588320581
250.15,-1.90133522994561
250.2,5.95789055989694
250.25,11.3808356252408
250.3,17.5645447902499
250.35,21.8134826765291
250.4,24.5503332622583
250.45,23.2934720071648
250.5,20.8310709566067
250.55,15.9184091466007
250.6,11.4720237305005
250.65,3.12940351704791
250.7,-3.27199179614128
250.75,-10.7377039698057
250.8,-18.0363516068942
250.85,-21.9773804328735
250.9,-23.9986314201442
250.95,-23.1777293615648
251,-20.8601488781426
251.05,-18.2807505714849
251.1,-11.0302807215781
251.15,-4.2209864899761
251.2,2.816964671643
251.25,10.7907425704363
251.3,16.9962147147692
251.35,21.9465550979952
251.4,24.1379120717007
251.45,24.1985427227055
251.5,22.2691088923903
251.55,17.1000163479769
251.6,11.321782917616
251.65,4.75523205642093
251.7,-2.13166586500523
251.75,-8.95975291876628
251.8,-15.8662772628931
251.85,-21.120017286406
251.9,-23.3712608460308
251.95,-23.9708701620105
252,-22.1223005766035
252.05,-17.6161209355909
252.1,-13.2744881441208
252.15,-5.51186322797278
252.2,2.46135545386968
252.25,9.77829355245623
252.3,15.7816231802825
252.35,20.9499536523879
252.4,22.6819827338723
252.45,23.2157616862076
252.5,22.4886157294682
252.55,18.5541260383517
252.6,14.4536445242735
252.65,6.31321569222596
252.7,0.00489769545401353
252.75,-8.04635830769829
252.8,-14.3196345579679
252.85,-20.3051989023854
252.9,-22.9194850078
252.95,-24.2889697816409
253,-23.0764791067534
253.05,-20.1402283365214
253.1,-14.0197684392682
253.15,-8.13797171027768
253.2,0.224066780185049
253.25,7.25801359775122
253.3,14.3742874228477
253.35,20.0659605367954
253.4,21.8255349851416
253.45,24.7233323203011
253.5,23.2379132773942
253.55,19.425303421094
253.6,14.8311059799652
253.65,7.84046382540082
253.7,1.19823819014408
253.75,-6.72423293413959
253.8,-13.7013701493735
253.85,-19.2508183911434
253.9,-22.4739230731266
253.95,-24.045738630313
254,-23.8951404837153
254.05,-19.3451649422544
254.1,-15.6501692693488
254.15,-9.960239660973
254.2,-0.789787823135277
254.25,6.26681485841684
254.3,12.2565842553074
254.35,17.8733610435764
254.4,21.423848551486
254.45,23.5878565837651
254.5,23.6196046366633
254.55,21.6763187219374
254.6,16.7847716015342
254.65,9.11882909086346
254.7,2.64682093880124
254.75,-5.82872819956873
254.8,-11.6469921261098
254.85,-18.4457207342066
254.9,-21.7202879889818
254.95,-24.3365633706431
255,-23.1524387578287
255.05,-20.9471935324221
255.1,-16.5465235782853
255.15,-9.72688273765266
255.2,-2.58913769749653
255.25,3.99791137797185
255.3,11.510305085617
255.35,17.520604265209
255.4,22.2473834759428
255.45,24.478161426575
255.5,23.3124612976555
255.55,21.7580578102206
255.6,17.0666979086964
255.65,10.9579361730593
255.7,3.95133955359962
255.75,-3.12402011095899
255.8,-10.2912291942584
255.85,-16.0355325661094
255.9,-20.9195751829557
255.95,-23.7453695880026
256,-23.3181600204845
256.05,-20.9346520103345
256.1,-17.9803746745817
256.15,-11.8355777930241
256.2,-4.77014012807719
256.25,3.25999229505632
256.3,9.26884905210753
256.35,16.5769955066684
256.4,21.4652733860998
256.45,23.9555312069415
256.5,23.0124098441693
256.55,21.2822482927988
256.6,17.4204562740969
256.65,12.5478544113923
256.7,5.47811136056179
256.75,-1.41678050273456
256.8,-8.47845246085379
256.85,-16.0062666719015
256.9,-19.8480945378916
256.95,-23.3399574133195
257,-23.0579983678915
257.05,-22.0737448819896
257.1,-17.6766169690255
257.15,-12.5097653033101
257.2,-5.91085070678506
257.25,1.3866969380033
257.3,8.66580299038623
257.35,14.9233266109391
257.4,20.3217286923047
257.45,23.5479341407773
257.5,23.3299663301436
257.55,22.2840613477115
257.6,18.4178915301173
257.65,13.848671402075
257.7,7.24351302250782
257.75,0.254624281959263
257.8,-8.22204357014872
257.85,-13.7101599869299
257.9,-18.493117837491
257.95,-23.2269741748505
258,-23.311239443524
258.05,-23.6138455858054
258.1,-18.4747329917202
258.15,-13.4782440402072
258.2,-8.53099167876273
258.25,0.218400010156571
258.3,6.78004233662015
258.35,13.0951702668002
258.4,19.1803722488381
258.45,21.5856786718453
258.5,23.8364650536615
258.55,22.2003872260276
258.6,20.1112244840201
258.65,15.7765979866385
258.7,7.79131593626637
258.75,1.93432824388373
258.8,-5.0043679453671
258.85,-12.5961510679646
258.9,-17.6011903139845
258.95,-21.2909870832439
259,-23.7334187894584
259.05,-22.4514470332637
259.1,-19.5890347958502
259.15,-15.6032735491316
259.2,-10.3550554908778
259.25,-1.36880483724047
259.3,5.7234574237505
259.35,11.924598598112
259.4,16.8196135685543
259.45,22.1662183591669
259.5,24.3715545629086
259.55,22.6850908575588
259.6,20.4920749419885
259.65,16.7201799888913
259.7,11.007610650425
259.75,3.19081411793657
259.8,-4.14854748347557
259.85,-10.4605186307457
259.9,-16.3437791615633
259.95,-21.1753097356092
260,-22.4732065069694
260.05,-23.7931320895913
260.1,-20.6609724781346
260.15,-17.2515978439184
260.2,-10.63819813117
260.25,-4.65521887677446
260.3,2.97458159341879
260.35,10.2113867815855
260.4,16.4704492960015
260.45,21.0335332725553
260.5,23.3927715377856
260.55,24.1363185593601
260.6,21.601855846429
260.65,16.3587109467863
260.7,11.6397822730146
260.75,5.11623633849351
260.8,-1.95287240423368
260.85,-10.6773327655925
260.9,-15.8375353623124
260.95,-20.441557398259
261,-23.5774314250625
261.05,-22.4181944325394
261.1,-22.1710220022536
261.15,-18.1142504512171
261.2,-12.8878465250806
261.25,-6.21683755270952
261.3,1.12277744245707
261.35,9.17529778097438
261.4,15.6238296148801
261.45,19.7283643930596
261.5,23.0487328846702
261.55,24.1941794339233
261.6,22.7002955589386
261.65,17.558302801474
261.7,12.3273847727746
261.75,6.95628973758158
261.8,-1.40211339747714
261.85,-9.03936224008236
261.9,-15.0170578377897
261.95,-18.9527139863231
262,-22.0731178764847
262.05,-22.7015787091194
262.1,-21.1693699837472
262.15,-18.746486954599
262.2,-13.637791495647
262.25,-7.32185249302061
262.3,0.982832330914011
262.35,6.88926441514201
262.4,14.8789529246875
262.45,19.2381160416003
262.5,22.7720467972473
262.55,24.1394345594471
262.6,22.4885653908555
262.65,18.8015032345963
262.7,13.7221029855647
262.75,6.80557207739743
262.8,0.773588947716435
262.85,-6.94044567226304
262.9,-13.7553783951226
262.95,-19.4807494569934
263,-21.7987539599178
263.05,-23.2746090507303
263.1,-22.1762362557756
263.15,-18.6174442561952
263.2,-13.7477778321637
263.25,-7.9872627093394
263.3,-0.0343198802780944
263.35,6.63603681760738
263.4,12.2777155397415
263.45,18.789216579847
263.5,21.2456522418814
263.55,23.8594323224552
263.6,22.6500066166955
263.65,19.9579486317635
263.7,15.2158238467818
263.75,9.24805362147983
263.8,2.24430428796975
263.85,-6.26003951436695
263.9,-11.3510543955957
263.95,-17.3967395512057
264,-20.4960615723314
264.05,-22.0989999094348
264.1,-22.3009268225077
264.15,-19.4781242041838
264.2,-15.2796370527663
264.25,-9.33933063797563
264.3,-1.91944819723371
264.35,5.33547050446893
264.4,11.0337241320331
264.45,16.1308153506021
264.5,20.680392011267
264.55,22.7963612410383
264.6,23.5385997702931
264.65,20.2629391999116
264.7,16.5260512657698
264.75,10.1940892487493
264.8,3.96008905553425
264.85,-3.5172342982959
264.9,-10.2962668300554
264.95,-16.0061541472849
265,-20.8852871516195
265.05,-21.8922219212725
265.1,-23.3355317706151
265.15,-20.3637738234862
265.2,-16.070982202801
265.25,-11.0467994409492
265.3,-3.72400903754901
265.35,3.33849001308265
265.4,10.4114003061803
265.45,16.8647361659289
265.5,19.9975879272824
265.55,22.4303263573057
265.6,23.8055667856871
265.65,20.5316244724354
265.7,16.0898278165214
265.75,11.1568956380739
265.8,3.85457465660291
265.85,-2.85305511955059
265.9,-9.95255025341814
265.95,-14.6013217142154
266,-19.6540565411055
266.05,-23.0587832080921
266.1,-22.5924487632134
266.15,-20.1406903729816
266.2,-17.1394175381898
266.25,-11.2499316988317
266.3,-5.82401022178982
266.35,2.35764562203792
266.4,9.27319490536976
266.45,14.7541902777917
266.5,18.658618466756
266.55,22.4941645988065
266.6,22.3046014922267
266.65,21.5722505617898
266.7,18.704678465672
266.75,13.0995099850407
266.8,5.44878700405948
266.85,-2.10034617743841
266.9,-7.9889524306581
266.95,-13.9955128844822
267,-19.7201384069894
267.05,-22.7411632073924
267.1,-23.0083172175937
267.15,-21.7581134617131
267.2,-18.7054733178323
267.25,-13.9954244171734
267.3,-7.35714848764802
267.35,0.944368312405546
267.4,7.87747878933404
267.45,13.4997621528221
267.5,18.7459148206897
267.55,21.8492433573415
267.6,23.6303228016433
267.65,20.7712721682177
267.7,18.2401299143506
267.75,14.2112534568678
267.8,6.7516227820241
267.85,1.07450710711609
267.9,-7.46704475322504
267.95,-12.1978276726166
268,-18.4259014253461
268.05,-20.9469282136138
268.1,-21.8112995297114
268.15,-21.7615632403782
268.2,-17.9621665038554
268.25,-14.6234725688645
268.3,-8.62388792398739
268.35,-0.245949952883879
268.4,6.58761758189062
268.45,12.6813958713007
268.5,17.1716525098155
268.55,21.8071788966298
268.6,22.0565816483649
268.65,22.8017067387564
268.7,18.3984551718269
268.75,14.6770022228271
268.8,8.97819157940944
268.85,1.64607538326258
268.9,-5.67155943968744
268.95,-11.0111187407517
269,-17.3308777510552
269.05,-21.1018449456624
269.1,-22.4249464872494
269.15,-21.9659186924792
269.2,-18.8756613191699
269.25,-15.7050610344513
269.3,-9.32462085339576
269.35,-1.5828976415046
269.4,4.83643607723582
269.45,10.4279938983776
269.5,15.773394774326
269.55,20.1429690317505
269.6,22.4560349473992
269.65,23.2073472707657
269.7,19.9326176776959
269.75,15.4108566091366
269.8,10.6743841847697
269.85,4.04908757861921
269.9,-4.25509019020804
269.95,-9.78448591362404
270,-16.7900291262427
270.05,-20.1474370216617
270.1,-22.9292018059671
270.15,-22.1104073108513
270.2,-19.3837044165164
270.25,-16.1805476420726
270.3,-9.42005532782237
270.35,-3.74564204622326
270.4,4.09654369008969
270.45,9.34366523986825
270.5,15.4522978431862
270.55,19.6365052227993
270.6,22.7148142456844
270.65,23.0661664908201
270.7,20.0297596427325
270.75,17.0390233616661
270.8,10.8617294018177
270.85,4.14752385246662
270.9,-3.24494263324301
270.95,-9.20092354438337
271,-14.591331266566
271.05,-19.8547627302065
271.1,-22.7995067239973
271.15,-21.7519563896777
271.2,-20.7898426521107
271.25,-15.9503492131361
271.3,-12.0989339789621
271.35,-5.96669736036256
271.4,2.18212480274905
271.45,8.35791577294632
271.5,15.4281941614119
271.55,18.7947764840185
271.6,21.9289845664091
271.65,22.2088727782102
271.7,21.7119510006683
271.75,17.5778233836437
271.8,11.9385382626279
271.85,5.3123577426305
271.9,-2.22269463512422
271.95,-7.09612830412684
272,-14.1516856922109
272.05,-19.703131301505
272.1,-22.0645079612316
272.15,-22.7491388374572
272.2,-20.5325352598233
272.25,-18.4155865723961
272.3,-12.2058143399825
272.35,-5.58665692616761
272.4,1.31754205932627
272.45,7.54179139306369
272.5,12.6530220646229
272.55,17.6690682986403
272.6,22.2246346382415
272.65,21.7696677122212
272.7,21.6471009015682
272.75,18.4051824729255
272.8,12.1624050993901
272.85,5.98380724440941
272.9,0.360340132093924
272.95,-7.32494369858581
273,-13.4564529557821
273.05,-18.6484968827321
273.1,-20.2852874441663
273.15,-23.3059501280658
273.2,-20.6711932425871
273.25,-18.3474392300866
273.3,-13.2534172598181
273.35,-7.28919381880699
273.4,-0.383807592903709
273.45,6.52703309965631
273.5,11.9828487264525
273.55,16.5913997814329
273.6,20.0743987855116
273.65,21.3477307444776
273.7,22.2151366465674
273.75,18.6227937736544
273.8,13.717731210511
273.85,7.53659987558015
273.9,2.1314454781701
273.95,-6.12883476242831
274,-11.1140366895244
274.05,-16.1916815591921
274.1,-21.4635710374347
274.15,-22.9285079748695
274.2,-22.2022818735619
274.25,-19.0306911331581
274.3,-15.6101930000812
274.35,-8.71170789693126
274.4,-1.56501008631579
274.45,4.48986742914174
274.5,11.9010066869402
274.55,16.2573235720307
274.6,19.9677495233018
274.65,21.4100426435768
274.7,22.5559564426011
274.75,19.4463016068496
274.8,15.2330804107649
274.85,10.294344300993
274.9,3.56099350450008
274.95,-3.29054913432486
275,-10.7438490544766
275.05,-15.5182689157876
275.1,-19.9735847845859
275.15,-21.7188446327982
275.2,-21.6931665857898
275.25,-20.150435435227
275.3,-16.316576630607
275.35,-9.43079220819963
275.4,-3.27485483769681
275.45,2.80829639108685
275.5,11.0732408204509
275.55,15.8147977881192
275.6,19.814557089659
275.65,21.0316350932642
275.7,22.8211942240814
275.75,20.0904477259144
275.8,15.1551488548062
275.85,9.89267960999096
275.9,4.72083460614322
275.95,-1.9475889661174
276,-9.4506651455483
276.05,-15.2731229259327
276.1,-19.9026935392455
276.15,-20.736112992659
276.2,-22.0202969743205
276.25,-19.793756848057
276.3,-16.6870479723677
276.35,-10.9566766473567
276.4,-4.94561625538197
276.45,3.17660999699018
276.5,7.95738238037093
276.55,15.5389201448618
276.6,19.7191438895878
276.65,22.0913889825806
276.7,21.2703694892311
276.75,21.0111654148447
276.8,15.7726021443958
276.85,11.6874344736602
276.9,4.96863661117796
276.95,-1.8602520512694
277,-7.91326504992671
277.05,-14.3122061921268
277.1,-19.0788799959236
277.15,-21.0223188053443
277.2,-20.9957320527895
277.25,-21.4735796708253
277.3,-16.9638209199762
277.35,-12.2156491506005
277.4,-6.04272869338795
277.45,1.19403495378658
277.5,8.42104976358456
277.55,13.9587988391976
277.6,17.6133178597555
277.65,20.8338817372663
277.7,20.9842963502645
277.75,19.7246946271349
277.8,17.0988195506984
277.85,12.7451345403124
277.9,6.6874880679017
277.95,0.196280172949559
278,-6.71323461859172
278.05,-13.5535819770061
278.1,-18.3127994495782
278.15,-20.6305890291409
278.2,-22.4093697851802
278.25,-20.6558489543096
278.3,-17.1086832127935
278.35,-12.3121969355229
278.4,-6.62361410450144
278.45,0.433533505428569
278.5,7.02436547138706
278.55,11.9277543076619
278.6,18.4662807252776
278.65,20.6596042400194
278.7,20.9827027983851
278.75,21.0887523187368
278.8,18.4276288575011
278.85,12.7200545206538
278.9,7.98241618269969
278.95,0.519928596952867
279,-6.24508966136641
279.05,-13.0339877742335
279.1,-16.9326583990084
279.15,-19.902368720161
279.2,-20.8978766740493
279.25,-20.9310497975445
279.3,-18.570996480029
279.35,-13.0289911998047
279.4,-8.9806325773463
279.45,-1.14921682166416
279.5,4.61953892882036
279.55,10.8502988991601
279.6,17.344343805898
279.65,19.9743944577382
279.7,21.9462441136956
279.75,20.5110571498563
279.8,17.7393525853658
279.85,15.2059117609447
279.9,9.28263384733696
279.95,1.30586263266665
280,-5.34220873326456
280.05,-10.2382191406841
280.1,-16.7666410642161
280.15,-19.8148021834486
280.2,-22.2594347118429
280.25,-21.1957946696577
280.3,-18.9342072286009
280.35,-14.5342386895119
280.4,-9.54925305789062
280.45,-2.01574509680587
280.5,4.92900151051994
280.55,11.2745761073938
280.6,15.57273768448
280.65,20.0073565810457
280.7,20.8557633036791
280.75,20.954768290933
280.8,18.6127307853738
280.85,14.9723673445772
280.9,10.1507000993255
280.95,2.35416187316493
281,-2.68687226693222
281.05,-9.84904028884736
281.1,-15.3015751853029
281.15,-19.5872953378254
281.2,-21.4144847224583
281.25,-21.7367328993877
281.3,-20.1636533806083
281.35,-14.97461746897
281.4,-10.7502012935863
281.45,-4.38512459711021
281.5,2.14727406443821
281.55,9.01971800959458
281.6,15.6101084801658
281.65,18.4119175791086
281.7,22.1805409338061
281.75,22.4919661028433
281.8,18.9185178777152
281.85,15.4407970917402
281.9,10.3565451793968
281.95,4.88267027454379
282,-2.41801215851981
282.05,-8.00851274974314
282.1,-13.6278612400795
282.15,-17.9714964851361
282.2,-21.1489815558717
282.25,-21.9821320619427
282.3,-19.0153390271001
282.35,-16.1031189080884
282.4,-11.1869863822536
282.45,-4.50344016754315
282.5,1.48992948421472
282.55,8.60114225615353
282.6,13.5104252633703
282.65,18.3733299010223
282.7,20.0251077567613
282.75,20.5464997693264
282.8,19.4204561757592
282.85,16.6544759758505
282.9,12.5172206999814
282.95,5.11757260296386
283,-1.84911251459592
283.05,-7.97021985091632
283.1,-12.974337609031
283.15,-17.5478466162512
283.2,-21.0388048175365
283.25,-22.2848728433214
283.3,-20.5313754950228
283.35,-16.8542091654768
283.4,-12.2863111946275
283.45,-6.36873256366992
283.5,1.10881676553596
283.55,7.37899037496445
283.6,12.3177808550608
283.65,17.5909617017677
283.7,20.7694518085433
283.75,20.5957674516496
283.8,19.5679785197241
283.85,16.6507930586199
283.9,12.4906920881913
283.95,6.30731008842678
284,0.720451329660275
284.05,-7.32651350492905
284.1,-12.7288627678593
284.15,-16.557700192828
284.2,-20.3995345409626
284.25,-22.3840632647835
284.3,-19.8062383199356
284.35,-17.9847597685809
284.4,-12.7673066419032
284.45,-6.65486233133678
284.5,-1.1877805660254
284.55,5.51945147969107
284.6,12.140829505974
284.65,17.3674215130845
284.7,20.540176880007
284.75,20.9565920299248
284.8,20.436452378923
284.85,18.0517349091894
284.9,13.4309639785466
284.95,7.16156931781582
285,0.968710147136938
285.05,-5.29346459823976
285.1,-12.4401239769917
285.15,-17.2104743469149
285.2,-19.13962179394
285.25,-21.6534238077911
285.3,-20.5640689268561
285.35,-17.3947254486127
285.4,-13.5234049336899
285.45,-8.36201339335733
285.5,-2.41660685019699
285.55,4.77152745884816
285.6,11.2728339424358
285.65,15.4508857619077
285.7,18.9335945041768
285.75,21.1798364508843
285.8,21.479691775636
285.85,19.0155395548545
285.9,14.4732950532257
285.95,8.33008728037784
286,3.19038452128939
286.05,-5.17138837213578
286.1,-10.8268152304872
286.15,-15.7057627626572
286.2,-19.2040133783352
286.25,-21.1080283824168
286.3,-21.6820755174766
286.35,-18.6329272149258
286.4,-14.933032327817
286.45,-9.13002500518937
286.5,-2.825638754791
286.55,3.57396883228055
286.6,9.09992856950677
286.65,14.3826284477985
286.7,18.2422800654427
286.75,20.5862723350191
286.8,21.0621024645957
286.85,18.2799165836445
286.9,15.4256330196191
286.95,9.44509362206115
287,3.49703566015132
287.05,-2.83003052472695
287.1,-8.75171365767744
287.15,-15.41568883035
287.2,-19.0457154358458
287.25,-20.7676504531404
287.3,-21.0881712739523
287.35,-18.3453920503066
287.4,-14.5327731443254
287.45,-9.68487508517391
287.5,-4.93767646781145
287.55,2.33560796319125
287.6,9.72323795565243
287.65,14.7724855157646
287.7,19.3887362737642
287.75,21.4031588942474
287.8,21.0142197009987
287.85,18.9969993597395
287.9,16.4111634357328
287.95,11.2924583860922
288,5.31823807984422
288.05,-2.64607670248186
288.1,-8.31640007250687
288.15,-14.4152578324298
288.2,-18.1805433467691
288.25,-20.7409974681316
288.3,-21.1183480624457
288.35,-20.2022405824083
288.4,-15.6147055024532
288.45,-12.1201369635872
288.5,-5.01296260652388
288.55,0.446848132430903
288.6,6.98452023216003
288.65,12.9707141267053
288.7,17.9805807929625
288.75,19.5695855745756
288.8,20.480869561835
288.85,19.4262283585783
288.9,15.9129730080211
288.95,11.3316448143944
289,4.98968356102502
289.05,-0.235380685753152
289.1,-6.83294722805012
289.15,-13.0774630810735
289.2,-16.5860888649352
289.25,-20.8304608613799
289.3,-21.7823497754186
289.35,-19.7644537409499
289.4,-16.0180301355082
289.45,-11.5735273122086
289.5,-6.786457625902
289.55,1.17616335844201
289.6,6.79877260986746
289.65,12.1882059645651
289.7,17.934654791719
289.75,19.9872463610599
289.8,21.0070664437884
289.85,19.8199600999498
289.9,17.3487831592737
289.95,12.0054751640736
290,7.4859657269165
290.05,-0.14260320099662
290.1,-6.40143645956143
290.15,-12.5981170485512
290.2,-16.4414539238753
290.25,-19.1689563576079
290.3,-20.4127671869613
290.35,-20.0238311348618
290.4,-16.9696702151573
290.45,-12.0985682565715
290.5,-6.41647020737626
290.55,-1.58289739601521
290.6,5.56298931502855
290.65,10.6688603418747
290.7,17.3491982942919
290.75,19.2921384266913
290.8,20.0289170503823
290.85,19.2964137219624
290.9,17.2231243482539
290.95,13.417741125373
291,6.84788301463592
291.05,2.06022752955233
291.1,-5.04557705168728
291.15,-12.0221291977537
291.2,-16.0537281405993
291.25,-20.0620690259515
291.3,-21.2609718891422
291.35,-19.4611031729433
291.4,-18.1825539832378
291.45,-12.8592535026531
291.5,-7.64625234930239
291.55,-2.58891140946512
291.6,4.10479440092504
291.65,11.2649030573565
291.7,15.867496468583
291.75,19.8157498864575
291.8,20.9818273619282
291.85,20.2326263224588
291.9,18.7729007094295
291.95,13.6185233017305
292,8.79522667004821
292.05,3.0551850416122
292.1,-3.973610330552
292.15,-9.316303673883
292.2,-14.7840386935442
292.25,-18.9328478975769
292.3,-20.0719754663303
292.35,-20.0698643404168
292.4,-18.4296856269885
292.45,-15.3519938887337
292.5,-9.55655518919339
292.55,-3.34717722353189
292.6,3.40368720906553
292.65,9.87865404629074
292.7,14.8585469125848
292.75,18.548994358655
292.8,21.1252058855097
292.85,20.7412388053139
292.9,17.7064405814706
292.95,15.4119680480368
293,10.5097026847951
293.05,4.39765062358856
293.1,-2.65852608802332
293.15,-9.82542667620942
293.2,-14.5199958864847
293.25,-18.0555651768335
293.3,-21.3047676491
293.35,-20.1914704731606
293.4,-19.0431781326382
293.45,-15.5760816895805
293.5,-9.90410995027724
293.55,-3.0153940398918
293.6,2.00812975576413
293.65,9.13379520936238
293.7,14.030403232965
293.75,17.140281793994
293.8,20.2568747616271
293.85,20.355482060992
293.9,19.4878908698927
293.95,15.2006879249645
294,9.77991700542087
294.05,3.67027997977587
294.1,-2.76090047396445
294.15,-8.53998788477291
294.2,-14.3201204993686
294.25,-18.237003731777
294.3,-19.4520226421181
294.35,-20.9948479654247
294.4,-19.4711026720006
294.45,-16.3296550677816
294.5,-10.5067654161774
294.55,-5.67618675025656
294.6,0.515539183476036
294.65,7.4552677439105
294.7,13.6951726775369
294.75,16.7955619813952
294.8,20.200548036719
294.85,20.4939584007661
294.9,18.4576081816412
294.95,16.3214898679199
295,11.935448305456
295.05,6.12454285428536
295.1,-1.31229792218994
295.15,-7.77813996464475
295.2,-12.7225355477697
295.25,-17.8070513226834
295.3,-19.0109077517101
295.35,-20.7702916063468
295.4,-18.9039526870115
295.45,-16.4992511986226
295.5,-12.5396045902598
295.55,-5.10411767673384
295.6,0.43520066746424
295.65,6.96534270242366
295.7,11.3676973479001
295.75,16.5438530478745
295.8,18.6865659577101
295.85,19.5485464479588
295.9,18.8191295294964
295.95,16.0335011539913
296,11.763868955801
296.05,6.06038508711358
296.1,0.667777629870309
296.15,-5.3507387645387
296.2,-12.1515756399416
296.25,-15.4636697321197
296.3,-19.4713415905816
296.35,-21.0611014030168
296.4,-20.2293498830034
296.45,-17.12626381143
296.5,-11.9195215988798
296.55,-7.77258763886472
296.6,-1.17994535217211
296.65,5.78396664638638
296.7,10.8329722824842
296.75,15.1750707413414
296.8,18.7449389683242
296.85,20.2590099871628
296.9,20.0719612267973
296.95,16.4855614449572
297,12.2508982808315
297.05,6.47466678480522
297.1,0.0952310222851565
297.15,-5.02641195059766
297.2,-11.6091811376638
297.25,-15.7386514391599
297.3,-18.1298903367243
297.35,-19.8628260736413
297.4,-19.7249349117843
297.45,-16.9291908355563
297.5,-12.8632477747108
297.55,-7.17445236466295
297.6,-2.02472546334812
297.65,5.30432459189271
297.7,11.4670342222647
297.75,16.0142063288985
297.8,18.9077765058976
297.85,19.924436750271
297.9,20.4325788542927
297.95,17.055233973171
298,14.0927001970153
298.05,7.83490803970184
298.1,2.91877300225455
298.15,-4.04509587353461
298.2,-10.7991222226568
298.25,-15.3360402757011
298.3,-18.5136867798717
298.35,-19.5227241887428
298.4,-19.5568570031968
298.45,-18.0733371924969
298.5,-12.9842040462489
298.55,-7.85107182900841
298.6,-3.01658021761417
298.65,3.66512998069693
298.7,9.18715070574311
298.75,15.0639996918901
298.8,17.3663993739317
298.85,21.0591245098504
298.9,19.1361247254939
298.95,17.4253271050137
299,14.0949182788861
299.05,8.9015793164356
299.1,3.3062624083872
299.15,-3.65106369406494
299.2,-9.30785104371375
299.25,-13.9520562681119
299.3,-18.8690029568606
299.35,-20.2170707608694
299.4,-19.229845622802
299.45,-17.7449180094311
299.5,-14.8033936352493
299.55,-10.2744959572693
299.6,-4.27472640649081
299.65,2.64067358695323
299.7,9.35913991132368
299.75,14.4165927112622
299.8,17.7560272780042
299.85,19.214164387874
299.9,20.9249775175757
299.95,18.9169788144974
300,14.6636372696444
300.05,9.20865829050714
300.1,3.79842992307936
300.15,-1.91269989305228
300.2,-7.57457051631122
300.25,-14.1301882845266
300.3,-17.9143136287764
300.35,-20.1052808344197
300.4,-20.7792624648665
300.45,-19.3967432963054
300.5,-15.4306691219236
300.55,-10.3907097297358
300.6,-4.95641626729495
300.65,0.987490695215802
300.7,7.8536985501376
300.75,12.4856006256098
300.8,17.0779995300766
300.85,19.6259504793087
300.9,19.9241037671917
300.95,19.545380871616
301,16.0345403908885
301.05,11.4939032362504
301.1,4.03219508148253
301.15,-1.49656302847459
301.2,-8.10862041202854
301.25,-13.3271660034526
301.3,-17.1517108519825
301.35,-19.5030413127796
301.4,-19.3498275424092
301.45,-19.4816201811398
301.5,-16.0712691228704
301.55,-10.6560864835277
301.6,-5.16158482209671
301.65,0.390996121608196
301.7,7.2133594086196
301.75,12.3850488941666
301.8,15.6748018476343
301.85,20.2724626694135
301.9,19.6265214887901
301.95,18.729124528347
302,15.1862465705558
302.05,11.5856661859875
302.1,5.74841327797328
302.15,0.316469137052019
302.2,-6.07037269227998
302.25,-12.7941077580827
302.3,-17.0579738265532
302.35,-19.661720981325
302.4,-20.7515107071635
302.45,-19.7381693105765
302.5,-15.9019914275926
302.55,-12.6257046107729
302.6,-5.78502335787006
302.65,-0.272203593943662
302.7,6.87829139350378
302.75,11.8450830956483
302.8,15.3372526791228
302.85,18.0563972738804
302.9,19.2079454011883
302.95,18.1991556560109
303,16.6312995558171
303.05,12.0001258949004
303.1,5.93424590513815
303.15,0.820322940684981
303.2,-5.6878198255502
303.25,-11.9689800433688
303.3,-15.1588799555288
303.35,-17.7656874230854
303.4,-20.1975299948716
303.45,-19.039458553372
303.5,-16.9315293362429
303.55,-13.0139674330631
